Country	Date	cases	deaths	Cumulative_number_for_14_days_of_COVID-19_cases_per_100000	ID
Greece	09/13/20	302	2	28.52321098	Q41
Greece	09/12/20	282	3	27.35766624	Q41
Greece	09/11/20	372	4	27.23644959	Q41
Greece	09/10/20	248	3	26.10820227	Q41
Greece	09/09/20	169	1	26.52779838	Q41
Greece	09/08/20	139	5	26.51847402	Q41
Greece	09/07/20	138	4	26.66766375	Q41
Greece	09/06/20	186	1	28.01969565	Q41
Greece	09/05/20	202	1	28.55118406	Q41
Greece	09/04/20	241	5	28.56983277	Q41
Greece	09/03/20	233	2	28.653752	Q41
Greece	09/02/20	207	5	28.45794048	Q41
Greece	09/01/20	183	4	28.85888787	Q41
Greece	08/31/20	157	2	28.52321098	Q41
Greece	08/30/20	177	1	29.08267246	Q41
Greece	08/29/20	269	5	29.539566	Q41
Greece	08/28/20	251	6	29.37172756	Q41
Greece	08/27/20	293	5	28.93348273	Q41
Greece	08/26/20	168	1	28.39266997	Q41
Greece	08/25/20	155	0	28.62577892	Q41
Greece	08/24/20	283	2	28.35537254	Q41
Greece	08/23/20	243	2	27.60009955	Q41
Greece	08/22/20	204	3	26.74225861	Q41
Greece	08/21/20	250	0	26.21077021	Q41
Greece	08/20/20	212	3	25.27833442	Q41
Greece	08/19/20	250	2	24.40184477	Q41
Greece	08/18/20	147	2	23.17102952	Q41
Greece	08/17/20	217	2	22.49967575	Q41
Greece	08/16/20	226	3	21.17561692	Q41
Greece	08/15/20	251	2	20.09399139	Q41
Greece	08/14/20	204	5	18.46222875	Q41
Greece	08/13/20	235	2	17.166142999999998	Q41
Greece	08/12/20	193	1	15.50640728	Q41
Greece	08/11/20	126	1	14.19167281	Q41
Greece	08/10/20	202	1	13.33383188	Q41
Greece	08/09/20	151	1	11.70206923	Q41
Greece	08/08/20	147	0	10.58314628	Q41
Greece	08/07/20	150	0	9.44557461	Q41
Greece	08/06/20	118	1	8.35462473	Q41
Greece	08/05/20	118	0	7.52475687	Q41
Greece	08/04/20	75	1	6.76015952	Q41
Greece	08/03/20	75	2	6.10745446	Q41
Greece	08/02/20	110	0	5.6319122	Q41
Greece	08/01/20	76	3	4.78339563	Q41
Greece	07/31/20	65	0	4.30785338	Q41
Greece	07/30/20	57	0	3.97217649	Q41
Greece	07/29/20	52	1	3.69244575	Q41
Greece	07/28/20	34	0	3.73906754	Q41
Greece	07/27/20	27	1	3.6364996	Q41
Greece	07/26/20	31	0	3.67379703	Q41
Greece	07/25/20	25	0	3.75771626	Q41
Greece	07/24/20	33	1	4.08406878	Q41
Greece	07/23/20	29	3	4.24258287	Q41
Greece	07/22/20	36	2	4.2798803	Q41
Greece	07/21/20	5	1	4.19596108	Q41
Greece	07/20/20	24	0	4.55028668	Q41
Greece	07/19/20	19	0	4.40109695	Q41
Greece	07/18/20	25	1	4.4570431	Q41
Greece	07/17/20	29	0	4.48501618	Q41
Greece	07/16/20	27	0	4.4570431	Q41
Greece	07/15/20	57	0	4.41974567	Q41
Greece	07/14/20	23	0	4.06542007	Q41
Greece	07/13/20	31	0	3.98150085	Q41
Greece	07/12/20	40	0	3.78568933	Q41
Greece	07/11/20	60	0	3.62717524	Q41
Greece	07/10/20	50	0	3.27284964	Q41
Greece	07/09/20	33	0	2.90919968	Q41
Greece	07/08/20	27	1	2.67609073	Q41
Greece	07/07/20	43	0	2.56419844	Q41
Greece	07/06/20	8	0	2.35906256	Q41
Greece	07/05/20	25	0	2.37771128	Q41
Greece	07/04/20	28	0	2.32176513	Q41
Greece	07/03/20	26	0	2.15392669	Q41
Greece	07/02/20	23	0	2.13527797	Q41
Greece	07/01/20	19	1	2.43365743	Q41
Greece	06/30/20	14	0	2.38703564	Q41
Greece	06/29/20	10	0	2.37771128	Q41
Greece	06/28/20	23	0	2.36838692	Q41
Greece	06/27/20	22	0	2.19122412	Q41
Greece	06/26/20	11	1	2.1725754	Q41
Greece	06/25/20	8	0	2.25649463	Q41
Greece	06/24/20	15	0	2.27514334	Q41
Greece	06/23/20	21	0	2.21919719	Q41
Greece	06/22/20	10	0	2.50825229	Q41
Greece	06/21/20	19	1	2.5735228	Q41
Greece	06/20/20	10	1	2.51757665	Q41
Greece	06/19/20	24	1	2.56419844	Q41
Greece	06/18/20	55	2	2.48027922	Q41
Greece	06/17/20	14	1	1.96743953	Q41
Greece	06/16/20	13	1	2.01406132	Q41
Greece	06/15/20	9	0	1.90216902	Q41
Greece	06/14/20	4	0	1.83689852	Q41
Greece	06/13/20	20	0	1.85554723	Q41
Greece	06/12/20	20	0	1.69703315	Q41
Greece	06/11/20	10	0	1.53851906	Q41
Greece	06/10/20	9	1	1.54784342	Q41
Greece	06/09/20	52	2	1.55716778	Q41
Greece	06/08/20	17	0	1.1095986	Q41
Greece	06/07/20	13	0	0.96973323	Q41
Greece	06/06/20	15	0	0.87648965	Q41
Greece	06/05/20	15	1	0.92311144	Q41
Greece	06/04/20	0	0	0.81121914	Q41
Greece	06/03/20	19	0	0.90446272	Q41
Greece	06/02/20	1	4	0.76459735	Q41
Greece	06/01/20	2	0	0.77392171	Q41
Greece	05/31/20	6	0	0.89513836	Q41
Greece	05/30/20	3	0	0.92311144	Q41
Greece	05/29/20	3	2	1.26811268	Q41
Greece	05/28/20	11	0	1.33338319	Q41
Greece	05/27/20	10	1	1.38000498	Q41
Greece	05/26/20	4	1	1.45459984	Q41
Greece	05/25/20	2	0	1.51054599	Q41
Greece	05/24/20	3	2	1.54784342	Q41
Greece	05/23/20	20	1	1.69703315	Q41
Greece	05/22/20	3	2	1.63176264	Q41
Greece	05/21/20	10	1	1.74365494	Q41
Greece	05/20/20	4	0	1.84622288	Q41
Greece	05/19/20	2	2	1.90216902	Q41
Greece	05/18/20	15	1	1.93946645	Q41
Greece	05/17/20	9	2	1.85554723	Q41
Greece	05/16/20	40	4	2.04203439	Q41
Greece	05/15/20	10	1	1.66906007	Q41
Greece	05/14/20	16	3	1.71568186	Q41
Greece	05/13/20	18	1	1.95811517	Q41
Greece	05/12/20	10	0	1.79027673	Q41
Greece	05/11/20	6	0	1.95811517	Q41
Greece	05/10/20	19	1	1.90216902	Q41
Greece	05/09/20	13	2	1.87419595	Q41
Greece	05/08/20	15	1	2.00473696	Q41
Greece	05/07/20	21	1	2.37771128	Q41
Greece	05/06/20	10	0	2.24717027	Q41
Greece	05/05/20	6	2	3.60852653	Q41
Greece	05/04/20	6	1	3.64582396	Q41
Greece	05/03/20	29	3	3.85095984	Q41
Greece	05/02/20	0	0	3.58055345	Q41
Greece	05/01/20	15	1	3.58055345	Q41
Greece	04/30/20	42	3	3.58055345	Q41
Greece	04/29/20	0	0	3.3940663	Q41
Greece	04/28/20	28	6	3.62717524	Q41
Greece	04/27/20	0	0	3.65514832	Q41
Greece	04/26/20	16	0	3.96285213	Q41
Greece	04/25/20	27	5	4.46636746	Q41
Greece	04/24/20	55	4	4.73677384	Q41
Greece	04/23/20	7	0	4.88596357	Q41
Greece	04/22/20	156	5	5.30555968	Q41
Greece	04/21/20	10	6	4.568935400000001	Q41
Greece	04/20/20	28	5	4.66217898	Q41
Greece	04/19/20	0	0	4.97920715	Q41
Greece	04/18/20	0	0	5.53866863	Q41
Greece	04/17/20	15	3	6.46178006	Q41
Greece	04/16/20	22	1	7.61800045	Q41
Greece	04/15/20	25	2	7.98165041	Q41
Greece	04/14/20	31	1	8.69962597	Q41
Greece	04/13/20	33	5	8.93273492	Q41
Greece	04/12/20	70	3	9.51084511	Q41
Greece	04/11/20	56	4	9.74395406	Q41
Greece	04/10/20	71	3	9.91179251	Q41
Greece	04/09/20	52	2	9.91179251	Q41
Greece	04/08/20	77	2	10.15422581	Q41
Greece	04/07/20	20	6	9.88381943	Q41
Greece	04/06/20	62	5	10.35936169	Q41
Greece	04/05/20	60	9	10.65774114	Q41
Greece	04/04/20	99	6	10.42463219	Q41
Greece	04/03/20	139	3	9.79057585	Q41
Greece	04/02/20	61	1	8.92341056	Q41
Greece	04/01/20	102	6	8.64367982	Q41
Greece	03/31/20	56	5	8.01894784	Q41
Greece	03/30/20	95	6	7.69259531	Q41
Greece	03/29/20	95	4	7.76719018	Q41
Greece	03/28/20	74	2	7.23570177	Q41
Greece	03/27/20	71	4	7.07718769	Q41
Greece	03/26/20	78	2	6.73218644	Q41
Greece	03/25/20	48	3	6.08880574	Q41
Greece	03/24/20	71	2	5.69718271	Q41
Greece	03/23/20	94	2	5.13772123	Q41
Greece	03/22/20	35	5	4.32650209	Q41
Greece	03/21/20	31	3	4.19596108	Q41
Greece	03/20/20	46	0	4.02812264	Q41
Greece	03/19/20	31	0	3.80433805	Q41
Greece	03/18/20	35	1	3.54325602	Q41
Greece	03/17/20	21	0	3.21690349	Q41
Greece	03/16/20	103	1	3.04906505	Q41
Greece	03/15/20	38	2	2.09798054	Q41
Greece	03/14/20	57	0	1.76230365	Q41
Greece	03/13/20	34	0	1.24013961	Q41
Greece	03/12/20	9	1	0.92311144	Q41
Greece	03/11/20	6	0	0.83919222	Q41
Greece	03/10/20	11	0	0.78324607	Q41
Greece	03/09/20	7	0	0.68067813	Q41
Greece	03/08/20	21	0	0.61540763	Q41
Greece	03/07/20	13	0	0.41959611	Q41
Greece	03/06/20	22	0	0.29837945	Q41
Greece	03/05/20	3	0	0.09324358	Q41
Greece	03/02/20	0	0	0.06527051	Q41
Greece	03/01/20	3	0	0.06527051	Q41
Greece	02/29/20	1	0	0.03729743	Q41
Greece	02/28/20	2	0	0.02797307	Q41
Greece	02/27/20	1	0	0.00932436	Q41
Greece	02/26/20	0	0	0.0	Q41
Greece	02/25/20	0	0	0.0	Q41
Greece	02/24/20	0	0	0.0	Q41
Greece	02/23/20	0	0	0.0	Q41
Greece	02/22/20	0	0	0.0	Q41
Greece	02/21/20	0	0	0.0	Q41
Greece	02/20/20	0	0	0.0	Q41
Greece	02/19/20	0	0	0.0	Q41
Greece	02/18/20	0	0	0.0	Q41
Greece	02/17/20	0	0	0.0	Q41
Greece	02/16/20	0	0	0.0	Q41
Greece	02/15/20	0	0	0.0	Q41
Greece	02/14/20	0	0	0.0	Q41
Greece	02/13/20	0	0	0.0	Q41
Greece	02/12/20	0	0	0.0	Q41
Greece	02/11/20	0	0	0.0	Q41
Greece	02/10/20	0	0	0.0	Q41
Greece	02/09/20	0	0	0.0	Q41
Greece	02/08/20	0	0	0.0	Q41
Greece	02/07/20	0	0	0.0	Q41
Greece	02/06/20	0	0	0.0	Q41
Greece	02/05/20	0	0	0.0	Q41
Greece	02/04/20	0	0	0.0	Q41
Greece	02/03/20	0	0	0.0	Q41
Greece	02/02/20	0	0	0.0	Q41
Greece	02/01/20	0	0	0.0	Q41
Greece	01/31/20	0	0	0.0	Q41
Greece	01/30/20	0	0	0.0	Q41
Greece	01/29/20	0	0	0.0	Q41
Greece	01/28/20	0	0	0.0	Q41
Greece	01/27/20	0	0	0.0	Q41
Greece	01/26/20	0	0	0.0	Q41
Greece	01/25/20	0	0	0.0	Q41
Greece	01/24/20	0	0	0.0	Q41
Greece	01/23/20	0	0	0.0	Q41
Greece	01/22/20	0	0	0.0	Q41
Greece	01/21/20	0	0	0.0	Q41
Greece	01/20/20	0	0	0.0	Q41
Greece	01/19/20	0	0	0.0	Q41
Greece	01/18/20	0	0	0.0	Q41
Greece	01/17/20	0	0	0.0	Q41
Greece	01/16/20	0	0	0.0	Q41
Greece	01/15/20	0	0	0.0	Q41
Greece	01/14/20	0	0	0.0	Q41
Greece	01/13/20	0	0	0.0	Q41
Greece	01/12/20	0	0		Q41
Greece	01/11/20	0	0		Q41
Greece	01/10/20	0	0		Q41
Greece	01/09/20	0	0		Q41
Greece	01/08/20	0	0		Q41
Greece	01/07/20	0	0		Q41
Greece	01/06/20	0	0		Q41
Greece	01/05/20	0	0		Q41
Greece	01/04/20	0	0		Q41
Greece	01/03/20	0	0		Q41
Greece	01/02/20	0	0		Q41
Greece	01/01/20	0	0		Q41
Greece	12/31/19	0	0		Q41
Greenland	10/28/20	0	0	1.76491352	Q223
Greenland	10/27/20	0	0	1.76491352	Q223
Greenland	10/26/20	0	0	1.76491352	Q223
Greenland	10/25/20	0	0	1.76491352	Q223
Greenland	10/24/20	0	0	1.76491352	Q223
Greenland	10/23/20	1	0	3.52982704	Q223
Greenland	10/22/20	0	0	3.52982704	Q223
Greenland	10/21/20	0	0	3.52982704	Q223
Greenland	10/20/20	0	0	3.52982704	Q223
Greenland	10/19/20	0	0	3.52982704	Q223
Greenland	10/18/20	0	0	3.52982704	Q223
Greenland	10/17/20	0	0	3.52982704	Q223
Greenland	10/16/20	0	0	3.52982704	Q223
Greenland	10/15/20	0	0	3.52982704	Q223
Greenland	10/14/20	0	0	3.52982704	Q223
Greenland	10/13/20	0	0	3.52982704	Q223
Greenland	10/12/20	0	0	3.52982704	Q223
Greenland	10/11/20	0	0	3.52982704	Q223
Greenland	10/10/20	1	0	3.52982704	Q223
Greenland	10/09/20	1	0	1.76491352	Q223
Greenland	10/08/20	0	0	0.0	Q223
Greenland	10/07/20	0	0	0.0	Q223
Greenland	10/06/20	0	0	0.0	Q223
Greenland	10/05/20	0	0	0.0	Q223
Greenland	10/04/20	0	0	0.0	Q223
Greenland	10/03/20	0	0	0.0	Q223
Greenland	10/02/20	0	0	0.0	Q223
Greenland	10/01/20	0	0	0.0	Q223
Greenland	09/30/20	0	0	0.0	Q223
Greenland	09/29/20	0	0	0.0	Q223
Greenland	09/28/20	0	0	0.0	Q223
Greenland	09/27/20	0	0	0.0	Q223
Greenland	09/26/20	0	0	0.0	Q223
Greenland	09/25/20	0	0	0.0	Q223
Greenland	09/24/20	0	0	0.0	Q223
Greenland	09/23/20	0	0	0.0	Q223
Greenland	09/22/20	0	0	0.0	Q223
Greenland	09/21/20	0	0	0.0	Q223
Greenland	09/20/20	0	0	0.0	Q223
Greenland	09/19/20	0	0	0.0	Q223
Greenland	09/18/20	0	0	0.0	Q223
Greenland	09/17/20	0	0	0.0	Q223
Greenland	09/16/20	0	0	0.0	Q223
Greenland	09/15/20	0	0	0.0	Q223
Greenland	09/14/20	0	0	0.0	Q223
Greenland	09/13/20	0	0	0.0	Q223
Greenland	09/12/20	0	0	0.0	Q223
Greenland	09/11/20	0	0	0.0	Q223
Greenland	09/10/20	0	0	0.0	Q223
Greenland	09/09/20	0	0	0.0	Q223
Greenland	09/08/20	0	0	0.0	Q223
Greenland	09/07/20	0	0	0.0	Q223
Greenland	09/06/20	0	0	0.0	Q223
Greenland	09/05/20	0	0	0.0	Q223
Greenland	09/04/20	0	0	0.0	Q223
Greenland	09/03/20	0	0	0.0	Q223
Greenland	09/02/20	0	0	0.0	Q223
Greenland	09/01/20	0	0	0.0	Q223
Greenland	08/31/20	0	0	0.0	Q223
Greenland	08/30/20	0	0	0.0	Q223
Greenland	08/29/20	0	0	0.0	Q223
Greenland	08/28/20	0	0	0.0	Q223
Greenland	08/27/20	0	0	0.0	Q223
Greenland	08/26/20	0	0	0.0	Q223
Greenland	08/25/20	0	0	0.0	Q223
Greenland	08/24/20	0	0	0.0	Q223
Greenland	08/23/20	0	0	0.0	Q223
Greenland	08/22/20	0	0	0.0	Q223
Greenland	08/21/20	0	0	0.0	Q223
Greenland	08/20/20	0	0	0.0	Q223
Greenland	08/19/20	0	0	0.0	Q223
Greenland	08/18/20	0	0	0.0	Q223
Greenland	08/17/20	0	0	0.0	Q223
Greenland	08/16/20	0	0	0.0	Q223
Greenland	08/15/20	0	0	0.0	Q223
Greenland	08/14/20	0	0	0.0	Q223
Greenland	08/13/20	0	0	0.0	Q223
Greenland	08/12/20	0	0	0.0	Q223
Greenland	08/11/20	0	0	1.76491352	Q223
Greenland	08/10/20	0	0	1.76491352	Q223
Greenland	08/09/20	0	0	1.76491352	Q223
Greenland	08/08/20	0	0	1.76491352	Q223
Greenland	08/07/20	0	0	1.76491352	Q223
Greenland	08/06/20	0	0	1.76491352	Q223
Greenland	08/05/20	0	0	1.76491352	Q223
Greenland	08/04/20	0	0	1.76491352	Q223
Greenland	08/03/20	0	0	1.76491352	Q223
Greenland	08/02/20	0	0	1.76491352	Q223
Greenland	08/01/20	0	0	1.76491352	Q223
Greenland	07/31/20	0	0	1.76491352	Q223
Greenland	07/30/20	0	0	1.76491352	Q223
Greenland	07/29/20	1	0	1.76491352	Q223
Greenland	07/28/20	0	0	0.0	Q223
Greenland	07/27/20	0	0	0.0	Q223
Greenland	07/26/20	0	0	0.0	Q223
Greenland	07/25/20	0	0	0.0	Q223
Greenland	07/24/20	0	0	0.0	Q223
Greenland	07/23/20	0	0	0.0	Q223
Greenland	07/22/20	0	0	0.0	Q223
Greenland	07/21/20	0	0	0.0	Q223
Greenland	07/20/20	0	0	0.0	Q223
Greenland	07/19/20	0	0	0.0	Q223
Greenland	07/18/20	0	0	0.0	Q223
Greenland	07/17/20	0	0	0.0	Q223
Greenland	07/16/20	0	0	0.0	Q223
Greenland	07/15/20	0	0	0.0	Q223
Greenland	07/14/20	0	0	0.0	Q223
Greenland	07/13/20	0	0	0.0	Q223
Greenland	07/12/20	0	0	0.0	Q223
Greenland	07/11/20	0	0	0.0	Q223
Greenland	07/10/20	0	0	0.0	Q223
Greenland	07/09/20	0	0	0.0	Q223
Greenland	07/08/20	0	0	0.0	Q223
Greenland	07/07/20	0	0	0.0	Q223
Greenland	07/06/20	0	0	0.0	Q223
Greenland	07/05/20	0	0	0.0	Q223
Greenland	07/04/20	0	0	0.0	Q223
Greenland	07/03/20	0	0	0.0	Q223
Greenland	07/02/20	0	0	0.0	Q223
Greenland	07/01/20	0	0	0.0	Q223
Greenland	06/30/20	0	0	0.0	Q223
Greenland	06/29/20	0	0	0.0	Q223
Greenland	06/28/20	0	0	0.0	Q223
Greenland	06/27/20	0	0	0.0	Q223
Greenland	06/26/20	0	0	0.0	Q223
Greenland	06/25/20	0	0	0.0	Q223
Greenland	06/24/20	0	0	0.0	Q223
Greenland	06/23/20	0	0	0.0	Q223
Greenland	06/22/20	0	0	0.0	Q223
Greenland	06/21/20	0	0	0.0	Q223
Greenland	06/20/20	0	0	0.0	Q223
Greenland	06/19/20	0	0	0.0	Q223
Greenland	06/18/20	0	0	0.0	Q223
Greenland	06/17/20	0	0	0.0	Q223
Greenland	06/16/20	0	0	0.0	Q223
Greenland	06/15/20	0	0	0.0	Q223
Greenland	06/14/20	0	0	0.0	Q223
Greenland	06/13/20	0	0	0.0	Q223
Greenland	06/12/20	0	0	0.0	Q223
Greenland	06/11/20	0	0	1.76491352	Q223
Greenland	06/10/20	0	0	1.76491352	Q223
Greenland	06/09/20	0	0	1.76491352	Q223
Greenland	06/08/20	0	0	3.52982704	Q223
Greenland	06/07/20	0	0	3.52982704	Q223
Greenland	06/06/20	0	0	3.52982704	Q223
Greenland	06/05/20	0	0	3.52982704	Q223
Greenland	06/04/20	0	0	3.52982704	Q223
Greenland	06/03/20	0	0	3.52982704	Q223
Greenland	06/02/20	0	0	3.52982704	Q223
Greenland	06/01/20	0	0	3.52982704	Q223
Greenland	05/31/20	0	0	3.52982704	Q223
Greenland	05/30/20	0	0	3.52982704	Q223
Greenland	05/29/20	1	0	3.52982704	Q223
Greenland	05/28/20	0	0	1.76491352	Q223
Greenland	05/27/20	0	0	1.76491352	Q223
Greenland	05/26/20	1	0	1.76491352	Q223
Greenland	05/25/20	0	0	0.0	Q223
Greenland	05/24/20	0	0	0.0	Q223
Greenland	05/23/20	0	0	0.0	Q223
Greenland	05/22/20	0	0	0.0	Q223
Greenland	05/21/20	0	0	0.0	Q223
Greenland	05/20/20	0	0	0.0	Q223
Greenland	05/19/20	0	0	0.0	Q223
Greenland	05/18/20	0	0	0.0	Q223
Greenland	05/17/20	0	0	0.0	Q223
Greenland	05/16/20	0	0	0.0	Q223
Greenland	05/15/20	0	0	0.0	Q223
Greenland	05/14/20	0	0	0.0	Q223
Greenland	05/13/20	0	0	0.0	Q223
Greenland	05/12/20	0	0	0.0	Q223
Greenland	05/11/20	0	0	0.0	Q223
Greenland	05/10/20	0	0	0.0	Q223
Greenland	05/09/20	0	0	0.0	Q223
Greenland	05/08/20	0	0	0.0	Q223
Greenland	05/07/20	0	0	0.0	Q223
Greenland	05/06/20	0	0	0.0	Q223
Greenland	05/05/20	0	0	0.0	Q223
Greenland	05/04/20	0	0	0.0	Q223
Greenland	05/03/20	0	0	0.0	Q223
Greenland	05/02/20	0	0	0.0	Q223
Greenland	05/01/20	0	0	0.0	Q223
Greenland	04/30/20	0	0	0.0	Q223
Greenland	04/29/20	0	0	0.0	Q223
Greenland	04/28/20	0	0	0.0	Q223
Greenland	04/27/20	0	0	0.0	Q223
Greenland	04/26/20	0	0	0.0	Q223
Greenland	04/25/20	0	0	0.0	Q223
Greenland	04/24/20	0	0	0.0	Q223
Greenland	04/23/20	0	0	0.0	Q223
Greenland	04/22/20	0	0	0.0	Q223
Greenland	04/21/20	0	0	0.0	Q223
Greenland	04/20/20	0	0	0.0	Q223
Greenland	04/19/20	0	0	1.76491352	Q223
Greenland	04/18/20	0	0	1.76491352	Q223
Greenland	04/17/20	0	0	1.76491352	Q223
Greenland	04/16/20	0	0	1.76491352	Q223
Greenland	04/15/20	0	0	1.76491352	Q223
Greenland	04/14/20	0	0	1.76491352	Q223
Greenland	04/13/20	0	0	1.76491352	Q223
Greenland	04/12/20	0	0	1.76491352	Q223
Greenland	04/11/20	0	0	3.52982704	Q223
Greenland	04/10/20	0	0	8.8245676	Q223
Greenland	04/09/20	0	0	10.58948112	Q223
Greenland	04/08/20	0	0	12.35439463	Q223
Greenland	04/07/20	0	0	12.35439463	Q223
Greenland	04/06/20	1	0	15.88422167	Q223
Greenland	04/05/20	0	0	14.11930815	Q223
Greenland	04/04/20	0	0	14.11930815	Q223
Greenland	04/03/20	0	0	14.11930815	Q223
Greenland	04/02/20	0	0	17.64913519	Q223
Greenland	04/01/20	0	0		Q223
Greenland	03/31/20	0	0		Q223
Greenland	03/30/20	0	0		Q223
Greenland	03/29/20	1	0		Q223
Greenland	03/28/20	3	0		Q223
Greenland	03/27/20	1	0		Q223
Greenland	03/26/20	1	0		Q223
Greenland	03/25/20	0	0		Q223
Greenland	03/24/20	2	0		Q223
Greenland	03/23/20	0	0		Q223
Greenland	03/22/20	0	0		Q223
Greenland	03/21/20	0	0		Q223
Greenland	03/20/20	2	0		Q223
Grenada	10/28/20	0	0	2.6785236	Q769
Grenada	10/27/20	0	0	2.6785236	Q769
Grenada	10/26/20	0	0	3.5713648	Q769
Grenada	10/25/20	1	0	3.5713648	Q769
Grenada	10/24/20	0	0	2.6785236	Q769
Grenada	10/23/20	0	0	2.6785236	Q769
Grenada	10/22/20	0	0	2.6785236	Q769
Grenada	10/21/20	0	0	2.6785236	Q769
Grenada	10/20/20	0	0	2.6785236	Q769
Grenada	10/19/20	0	0	2.6785236	Q769
Grenada	10/18/20	2	0	2.6785236	Q769
Grenada	10/17/20	0	0	0.8928412	Q769
Grenada	10/16/20	0	0	0.8928412	Q769
Grenada	10/15/20	0	0	0.8928412	Q769
Grenada	10/14/20	0	0	0.8928412	Q769
Grenada	10/13/20	1	0	0.8928412	Q769
Grenada	10/12/20	0	0	0.0	Q769
Grenada	10/11/20	0	0	0.0	Q769
Grenada	10/10/20	0	0	0.0	Q769
Grenada	10/09/20	0	0	0.0	Q769
Grenada	10/08/20	0	0	0.0	Q769
Grenada	10/07/20	0	0	0.0	Q769
Grenada	10/06/20	0	0	0.0	Q769
Grenada	10/05/20	0	0	0.0	Q769
Grenada	10/04/20	0	0	0.0	Q769
Grenada	10/03/20	0	0	0.0	Q769
Grenada	10/02/20	0	0	0.0	Q769
Grenada	10/01/20	0	0	0.0	Q769
Grenada	09/30/20	0	0	0.0	Q769
Grenada	09/29/20	0	0	0.0	Q769
Grenada	09/28/20	0	0	0.0	Q769
Grenada	09/27/20	0	0	0.0	Q769
Grenada	09/26/20	0	0	0.0	Q769
Grenada	09/25/20	0	0	0.0	Q769
Grenada	09/24/20	0	0	0.0	Q769
Grenada	09/23/20	0	0	0.0	Q769
Grenada	09/22/20	0	0	0.0	Q769
Grenada	09/21/20	0	0	0.0	Q769
Grenada	09/20/20	0	0	0.0	Q769
Grenada	09/19/20	0	0	0.0	Q769
Grenada	09/18/20	0	0	0.0	Q769
Grenada	09/17/20	0	0	0.0	Q769
Grenada	09/16/20	0	0	0.0	Q769
Grenada	09/15/20	0	0	0.0	Q769
Grenada	09/14/20	0	0	0.0	Q769
Grenada	09/13/20	0	0	0.0	Q769
Grenada	09/12/20	0	0	0.0	Q769
Grenada	09/11/20	0	0	0.0	Q769
Grenada	09/10/20	0	0	0.0	Q769
Grenada	09/09/20	0	0	0.0	Q769
Grenada	09/08/20	0	0	0.0	Q769
Grenada	09/07/20	0	0	0.0	Q769
Grenada	09/06/20	0	0	0.0	Q769
Grenada	09/05/20	0	0	0.0	Q769
Grenada	09/04/20	0	0	0.0	Q769
Grenada	09/03/20	0	0	0.0	Q769
Grenada	09/02/20	0	0	0.0	Q769
Grenada	09/01/20	0	0	0.0	Q769
Grenada	08/31/20	0	0	0.0	Q769
Grenada	08/30/20	0	0	0.0	Q769
Grenada	08/29/20	0	0	0.0	Q769
Grenada	08/28/20	0	0	0.0	Q769
Grenada	08/27/20	0	0	0.0	Q769
Grenada	08/26/20	0	0	0.0	Q769
Grenada	08/25/20	0	0	0.0	Q769
Grenada	08/24/20	0	0	0.0	Q769
Grenada	08/23/20	0	0	0.0	Q769
Grenada	08/22/20	0	0	0.0	Q769
Grenada	08/21/20	0	0	0.0	Q769
Grenada	08/20/20	0	0	0.0	Q769
Grenada	08/19/20	0	0	0.0	Q769
Grenada	08/18/20	0	0	0.0	Q769
Grenada	08/17/20	0	0	0.0	Q769
Grenada	08/16/20	0	0	0.0	Q769
Grenada	08/15/20	0	0	0.0	Q769
Grenada	08/14/20	0	0	0.0	Q769
Grenada	08/13/20	0	0	0.0	Q769
Grenada	08/12/20	0	0	0.8928412	Q769
Grenada	08/11/20	0	0	0.8928412	Q769
Grenada	08/10/20	0	0	0.8928412	Q769
Grenada	08/09/20	0	0	0.8928412	Q769
Grenada	08/08/20	0	0	0.8928412	Q769
Grenada	08/07/20	0	0	0.8928412	Q769
Grenada	08/06/20	0	0	0.8928412	Q769
Grenada	08/05/20	0	0	0.8928412	Q769
Grenada	08/04/20	0	0	0.8928412	Q769
Grenada	08/03/20	0	0	0.8928412	Q769
Grenada	08/02/20	0	0	0.8928412	Q769
Grenada	08/01/20	0	0	0.8928412	Q769
Grenada	07/31/20	0	0	0.8928412	Q769
Grenada	07/30/20	1	0	0.8928412	Q769
Grenada	07/29/20	0	0	0.0	Q769
Grenada	07/28/20	0	0	0.0	Q769
Grenada	07/27/20	0	0	0.0	Q769
Grenada	07/26/20	0	0	0.0	Q769
Grenada	07/25/20	0	0	0.0	Q769
Grenada	07/24/20	0	0	0.0	Q769
Grenada	07/23/20	0	0	0.0	Q769
Grenada	07/22/20	0	0	0.0	Q769
Grenada	07/21/20	0	0	0.0	Q769
Grenada	07/20/20	0	0	0.0	Q769
Grenada	07/19/20	0	0	0.0	Q769
Grenada	07/18/20	0	0	0.0	Q769
Grenada	07/17/20	0	0	0.0	Q769
Grenada	07/16/20	0	0	0.0	Q769
Grenada	07/15/20	0	0	0.0	Q769
Grenada	07/14/20	0	0	0.0	Q769
Grenada	07/13/20	0	0	0.0	Q769
Grenada	07/12/20	0	0	0.0	Q769
Grenada	07/11/20	0	0	0.0	Q769
Grenada	07/10/20	0	0	0.0	Q769
Grenada	07/09/20	0	0	0.0	Q769
Grenada	07/08/20	0	0	0.0	Q769
Grenada	07/07/20	0	0	0.0	Q769
Grenada	07/06/20	0	0	0.0	Q769
Grenada	07/05/20	0	0	0.0	Q769
Grenada	07/04/20	0	0	0.0	Q769
