Week Ending Date,State,Observed Number,Upper Bound Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate
2020-01-18,New Jersey,1490,1710,1594,0,0,2020,16022,18239,0,0
2020-01-25,New Jersey,1580,1717,1608,0,0,2020,16022,18239,0,0
2020-02-01,New Jersey,1516,1712,1605,0,0,2020,16022,18239,0,0
2020-02-08,New Jersey,1494,1698,1590,0,0,2020,16022,18239,0,0
2020-02-15,New Jersey,1488,1681,1570,0,0,2020,16022,18239,0,0
2020-02-22,New Jersey,1493,1666,1556,0,0,2020,16022,18239,0,0
2020-02-29,New Jersey,1571,1632,1527,0,44,2020,16022,18239,0,0
2020-03-07,New Jersey,1507,1621,1521,0,0,2020,16022,18239,0,0
2020-03-14,New Jersey,1477,1617,1517,0,0,2020,16022,18239,0,0
2020-03-21,New Jersey,1596,1597,1495,0,101,2020,16022,18239,0,0.1
2020-03-28,New Jersey,2122,1584,1481,538,641,2020,16022,18239,0.3,0.4
2020-04-04,New Jersey,3482,1568,1467,1914,2015,2020,16022,18239,1.2,1.4
2020-04-11,New Jersey,4769,1540,1442,3229,3327,2020,16022,18239,2.1,2.3
2020-04-18,New Jersey,4727,1528,1434,3199,3293,2020,16022,18239,2.1,2.3
2020-04-25,New Jersey,3971,1508,1411,2463,2560,2020,16022,18239,1.6,1.8
2020-05-02,New Jersey,3179,1489,1391,1690,1788,2020,16022,18239,1.1,1.3
2020-05-09,New Jersey,2618,1478,1382,1140,1236,2020,16022,18239,0.8,0.9
2020-05-16,New Jersey,2301,1467,1373,834,928,2020,16022,18239,0.6,0.7
2020-05-23,New Jersey,1945,1455,1364,490,581,2020,16022,18239,0.3,0.4
2020-05-30,New Jersey,1758,1455,1360,303,398,2020,16022,18239,0.2,0.3
2020-06-06,New Jersey,1592,1457,1361,135,231,2020,16022,18239,0.1,0.2
2020-06-13,New Jersey,1496,1446,1350,50,146,2020,16022,18239,0,0.1
2020-06-20,New Jersey,1421,1449,1354,0,67,2020,16022,18239,0,0
2020-06-27,New Jersey,1452,1443,1351,9,101,2020,16022,18239,0,0.1
2020-07-04,New Jersey,1416,1440,1346,0,70,2020,16022,18239,0,0.1
2020-07-11,New Jersey,1394,1442,1344,0,50,2020,16022,18239,0,0
2020-07-18,New Jersey,1332,1435,1340,0,0,2020,16022,18239,0,0
2020-07-25,New Jersey,1376,1427,1332,0,44,2020,16022,18239,0,0
2020-08-01,New Jersey,1395,1425,1333,0,62,2020,16022,18239,0,0
2020-08-08,New Jersey,1351,1426,1332,0,19,2020,16022,18239,0,0
2020-08-15,New Jersey,1314,1426,1330,0,0,2020,16022,18239,0,0
2020-08-22,New Jersey,1352,1437,1340,0,12,2020,16022,18239,0,0
2020-08-29,New Jersey,1346,1433,1338,0,8,2020,16022,18239,0,0
2020-09-05,New Jersey,1417,1440,1345,0,72,2020,16022,18239,0,0.1
2020-09-12,New Jersey,1417,1432,1336,0,81,2020,16022,18239,0,0.1
2020-09-19,New Jersey,1406,1436,1340,0,66,2020,16022,18239,0,0
2020-09-26,New Jersey,1433,1443,1344,0,89,2020,16022,18239,0,0.1
2020-10-03,New Jersey,1384,1448,1352,0,32,2020,16022,18239,0,0
2020-10-10,New Jersey,1496,1468,1370,28,126,2020,16022,18239,0,0.1
2020-10-17,New Jersey,1437,1489,1387,0,50,2020,16022,18239,0,0
2017-01-14,New Mexico,381,434,386,0,0,2017,552,1707,0,0
2017-01-21,New Mexico,364,428,383,0,0,2017,552,1707,0,0
2017-01-28,New Mexico,374,430,385,0,0,2017,552,1707,0,0
2017-02-04,New Mexico,352,427,384,0,0,2017,552,1707,0,0
2017-02-11,New Mexico,435,423,381,12,54,2017,552,1707,0,0.1
2017-02-18,New Mexico,376,422,378,0,0,2017,552,1707,0,0
2017-02-25,New Mexico,395,421,378,0,17,2017,552,1707,0,0
2017-03-04,New Mexico,375,421,377,0,0,2017,552,1707,0,0
2017-03-11,New Mexico,378,418,375,0,3,2017,552,1707,0,0
2017-03-18,New Mexico,390,419,378,0,12,2017,552,1707,0,0
2017-03-25,New Mexico,344,420,377,0,0,2017,552,1707,0,0
2017-04-01,New Mexico,331,412,368,0,0,2017,552,1707,0,0
2017-04-08,New Mexico,370,406,362,0,8,2017,552,1707,0,0
2017-04-15,New Mexico,352,403,360,0,0,2017,552,1707,0,0
2017-04-22,New Mexico,361,389,350,0,11,2017,552,1707,0,0
2017-04-29,New Mexico,356,389,347,0,9,2017,552,1707,0,0
2017-05-06,New Mexico,370,385,343,0,27,2017,552,1707,0,0.1
2017-05-13,New Mexico,382,382,340,0,42,2017,552,1707,0,0.1
2017-05-20,New Mexico,366,384,343,0,23,2017,552,1707,0,0.1
2017-05-27,New Mexico,314,377,339,0,0,2017,552,1707,0,0
2017-06-03,New Mexico,349,381,340,0,9,2017,552,1707,0,0
2017-06-10,New Mexico,319,380,340,0,0,2017,552,1707,0,0
2017-06-17,New Mexico,315,377,336,0,0,2017,552,1707,0,0
2017-06-24,New Mexico,307,368,327,0,0,2017,552,1707,0,0
2017-07-01,New Mexico,335,365,327,0,8,2017,552,1707,0,0
2017-07-08,New Mexico,316,366,327,0,0,2017,552,1707,0,0
2017-07-15,New Mexico,324,369,328,0,0,2017,552,1707,0,0
2017-07-22,New Mexico,312,368,327,0,0,2017,552,1707,0,0
2017-07-29,New Mexico,308,367,325,0,0,2017,552,1707,0,0
2017-08-05,New Mexico,299,362,323,0,0,2017,552,1707,0,0
2017-08-12,New Mexico,315,362,322,0,0,2017,552,1707,0,0
2017-08-19,New Mexico,342,356,316,0,26,2017,552,1707,0,0.1
2017-08-26,New Mexico,276,357,317,0,0,2017,552,1707,0,0
2017-09-02,New Mexico,338,363,323,0,15,2017,552,1707,0,0
2017-09-09,New Mexico,323,360,322,0,1,2017,552,1707,0,0
2017-09-16,New Mexico,301,366,326,0,0,2017,552,1707,0,0
2017-09-23,New Mexico,309,375,333,0,0,2017,552,1707,0,0
2017-09-30,New Mexico,352,378,337,0,15,2017,552,1707,0,0
2017-10-07,New Mexico,335,379,337,0,0,2017,552,1707,0,0
2017-10-14,New Mexico,324,377,336,0,0,2017,552,1707,0,0
2017-10-21,New Mexico,359,379,338,0,21,2017,552,1707,0,0.1
2017-10-28,New Mexico,345,382,339,0,6,2017,552,1707,0,0
2017-11-04,New Mexico,327,379,338,0,0,2017,552,1707,0,0
2017-11-11,New Mexico,350,379,338,0,12,2017,552,1707,0,0
2017-11-18,New Mexico,317,380,339,0,0,2017,552,1707,0,0
2017-11-25,New Mexico,319,391,347,0,0,2017,552,1707,0,0
2017-12-02,New Mexico,384,387,345,0,39,2017,552,1707,0,0.1
2017-12-09,New Mexico,372,392,350,0,22,2017,552,1707,0,0.1
2017-12-16,New Mexico,337,398,356,0,0,2017,552,1707,0,0
2017-12-23,New Mexico,385,404,363,0,22,2017,552,1707,0,0.1
2017-12-30,New Mexico,367,414,372,0,0,2017,552,1707,0,0
2018-01-06,New Mexico,402,422,378,0,24,2018,552,1707,0,0.1
2018-01-13,New Mexico,385,427,383,0,2,2018,552,1707,0,0
2018-01-20,New Mexico,427,430,387,0,40,2018,552,1707,0,0.1
2018-01-27,New Mexico,387,435,390,0,0,2018,552,1707,0,0
2018-02-03,New Mexico,377,436,391,0,0,2018,552,1707,0,0
2018-02-10,New Mexico,399,435,391,0,8,2018,552,1707,0,0
2018-02-17,New Mexico,368,427,383,0,0,2018,552,1707,0,0
2018-02-24,New Mexico,392,435,390,0,2,2018,552,1707,0,0
2018-03-03,New Mexico,398,434,389,0,9,2018,552,1707,0,0
2018-03-10,New Mexico,398,428,383,0,15,2018,552,1707,0,0
2018-03-17,New Mexico,363,426,381,0,0,2018,552,1707,0,0
2018-03-24,New Mexico,372,425,382,0,0,2018,552,1707,0,0
2018-03-31,New Mexico,354,417,372,0,0,2018,552,1707,0,0
2018-04-07,New Mexico,369,411,367,0,2,2018,552,1707,0,0
2018-04-14,New Mexico,404,408,364,0,40,2018,552,1707,0,0.1
2018-04-21,New Mexico,334,404,361,0,0,2018,552,1707,0,0
2018-04-28,New Mexico,342,396,354,0,0,2018,552,1707,0,0
2018-05-05,New Mexico,338,394,351,0,0,2018,552,1707,0,0
2018-05-12,New Mexico,360,392,349,0,11,2018,552,1707,0,0
2018-05-19,New Mexico,314,390,347,0,0,2018,552,1707,0,0
2018-05-26,New Mexico,303,384,342,0,0,2018,552,1707,0,0
2018-06-02,New Mexico,308,378,338,0,0,2018,552,1707,0,0
2018-06-09,New Mexico,368,376,334,0,34,2018,552,1707,0,0.1
2018-06-16,New Mexico,363,378,336,0,27,2018,552,1707,0,0.1
2018-06-23,New Mexico,346,373,330,0,16,2018,552,1707,0,0
2018-06-30,New Mexico,336,370,328,0,8,2018,552,1707,0,0
2018-07-07,New Mexico,325,369,329,0,0,2018,552,1707,0,0
2018-07-14,New Mexico,324,373,332,0,0,2018,552,1707,0,0
2018-07-21,New Mexico,336,375,332,0,4,2018,552,1707,0,0
2018-07-28,New Mexico,338,370,327,0,11,2018,552,1707,0,0
2018-08-04,New Mexico,273,371,329,0,0,2018,552,1707,0,0
2018-08-11,New Mexico,361,362,324,0,37,2018,552,1707,0,0.1
2018-08-18,New Mexico,338,366,325,0,13,2018,552,1707,0,0
2018-08-25,New Mexico,319,366,325,0,0,2018,552,1707,0,0
2018-09-01,New Mexico,332,370,328,0,4,2018,552,1707,0,0
2018-09-08,New Mexico,345,366,325,0,20,2018,552,1707,0,0.1
2018-09-15,New Mexico,356,369,331,0,25,2018,552,1707,0,0.1
2018-09-22,New Mexico,363,373,333,0,30,2018,552,1707,0,0.1
2018-09-29,New Mexico,313,384,342,0,0,2018,552,1707,0,0
2018-10-06,New Mexico,313,385,341,0,0,2018,552,1707,0,0
2018-10-13,New Mexico,372,389,345,0,27,2018,552,1707,0,0.1
2018-10-20,New Mexico,350,387,347,0,3,2018,552,1707,0,0
2018-10-27,New Mexico,352,391,348,0,4,2018,552,1707,0,0
2018-11-03,New Mexico,352,389,347,0,5,2018,552,1707,0,0
2018-11-10,New Mexico,336,397,353,0,0,2018,552,1707,0,0
2018-11-17,New Mexico,386,398,353,0,33,2018,552,1707,0,0.1
2018-11-24,New Mexico,345,406,362,0,0,2018,552,1707,0,0
2018-12-01,New Mexico,347,403,361,0,0,2018,552,1707,0,0
2018-12-08,New Mexico,358,410,366,0,0,2018,552,1707,0,0
2018-12-15,New Mexico,346,412,369,0,0,2018,552,1707,0,0
2018-12-22,New Mexico,329,422,377,0,0,2018,552,1707,0,0
2018-12-29,New Mexico,380,425,381,0,0,2018,552,1707,0,0
2019-01-05,New Mexico,409,439,393,0,16,2019,552,1707,0,0
2019-01-12,New Mexico,447,446,399,1,48,2019,552,1707,0,0.1
2019-01-19,New Mexico,408,446,401,0,7,2019,552,1707,0,0
2019-01-26,New Mexico,358,450,404,0,0,2019,552,1707,0,0
2019-02-02,New Mexico,392,448,401,0,0,2019,552,1707,0,0
2019-02-09,New Mexico,369,447,401,0,0,2019,552,1707,0,0
2019-02-16,New Mexico,374,440,396,0,0,2019,552,1707,0,0
2019-02-23,New Mexico,378,443,398,0,0,2019,552,1707,0,0
2019-03-02,New Mexico,392,444,398,0,0,2019,552,1707,0,0
2019-03-09,New Mexico,350,440,394,0,0,2019,552,1707,0,0
2019-03-16,New Mexico,404,433,388,0,16,2019,552,1707,0,0
2019-03-23,New Mexico,401,435,390,0,11,2019,552,1707,0,0
2019-03-30,New Mexico,374,428,383,0,0,2019,552,1707,0,0
2019-04-06,New Mexico,337,423,378,0,0,2019,552,1707,0,0
2019-04-13,New Mexico,375,419,374,0,1,2019,552,1707,0,0
2019-04-20,New Mexico,347,416,371,0,0,2019,552,1707,0,0
2019-04-27,New Mexico,376,409,366,0,10,2019,552,1707,0,0
2019-05-04,New Mexico,359,400,358,0,1,2019,552,1707,0,0
2019-05-11,New Mexico,343,394,351,0,0,2019,552,1707,0,0
2019-05-18,New Mexico,341,393,348,0,0,2019,552,1707,0,0
2019-05-25,New Mexico,346,390,346,0,0,2019,552,1707,0,0
2019-06-01,New Mexico,348,386,342,0,6,2019,552,1707,0,0
2019-06-08,New Mexico,358,383,341,0,17,2019,552,1707,0,0.1
2019-06-15,New Mexico,357,386,343,0,14,2019,552,1707,0,0
2019-06-22,New Mexico,335,385,341,0,0,2019,552,1707,0,0
2019-06-29,New Mexico,340,381,338,0,2,2019,552,1707,0,0
2019-07-06,New Mexico,364,381,338,0,26,2019,552,1707,0,0.1
2019-07-13,New Mexico,377,379,338,0,39,2019,552,1707,0,0.1
2019-07-20,New Mexico,344,376,333,0,11,2019,552,1707,0,0
2019-07-27,New Mexico,311,378,333,0,0,2019,552,1707,0,0
2019-08-03,New Mexico,340,379,336,0,4,2019,552,1707,0,0
2019-08-10,New Mexico,321,374,333,0,0,2019,552,1707,0,0
2019-08-17,New Mexico,335,376,335,0,0,2019,552,1707,0,0
2019-08-24,New Mexico,342,380,337,0,5,2019,552,1707,0,0
2019-08-31,New Mexico,349,386,341,0,8,2019,552,1707,0,0
2019-09-07,New Mexico,390,383,339,7,51,2019,552,1707,0,0.1
2019-09-14,New Mexico,331,384,342,0,0,2019,552,1707,0,0
2019-09-21,New Mexico,367,384,342,0,25,2019,552,1707,0,0.1
2019-09-28,New Mexico,344,391,347,0,0,2019,552,1707,0,0
2019-10-05,New Mexico,376,391,346,0,30,2019,552,1707,0,0.1
2019-10-12,New Mexico,358,396,349,0,9,2019,552,1707,0,0
2019-10-19,New Mexico,328,396,352,0,0,2019,552,1707,0,0
2019-10-26,New Mexico,344,402,358,0,0,2019,552,1707,0,0
2019-11-02,New Mexico,356,403,358,0,0,2019,552,1707,0,0
2019-11-09,New Mexico,354,404,358,0,0,2019,552,1707,0,0
2019-11-16,New Mexico,340,402,356,0,0,2019,552,1707,0,0
2019-11-23,New Mexico,352,410,363,0,0,2019,552,1707,0,0
2019-11-30,New Mexico,408,404,360,4,48,2019,552,1707,0,0.1
2019-12-07,New Mexico,363,408,363,0,0,2019,552,1707,0,0
2019-12-14,New Mexico,376,415,369,0,7,2019,552,1707,0,0
2019-12-21,New Mexico,366,424,376,0,0,2019,552,1707,0,0
2019-12-28,New Mexico,378,424,378,0,0,2019,552,1707,0,0
2020-01-04,New Mexico,404,436,392,0,12,2020,552,1707,0,0
2020-01-11,New Mexico,408,446,399,0,9,2020,552,1707,0,0
2020-01-18,New Mexico,387,446,399,0,0,2020,552,1707,0,0
2020-01-25,New Mexico,398,447,399,0,0,2020,552,1707,0,0
2020-02-01,New Mexico,370,439,391,0,0,2020,552,1707,0,0
2020-02-08,New Mexico,373,436,390,0,0,2020,552,1707,0,0
2020-02-15,New Mexico,381,442,395,0,0,2020,552,1707,0,0
2020-02-22,New Mexico,386,442,395,0,0,2020,552,1707,0,0
2020-02-29,New Mexico,394,441,394,0,0,2020,552,1707,0,0
2020-03-07,New Mexico,395,443,396,0,0,2020,552,1707,0,0
2020-03-14,New Mexico,340,438,392,0,0,2020,552,1707,0,0
2020-03-21,New Mexico,387,433,386,0,1,2020,552,1707,0,0
2020-03-28,New Mexico,362,436,390,0,0,2020,552,1707,0,0
2020-04-04,New Mexico,394,429,381,0,13,2020,552,1707,0,0
2020-04-11,New Mexico,402,420,374,0,28,2020,552,1707,0,0.1
2020-04-18,New Mexico,416,420,374,0,42,2020,552,1707,0,0.1
2020-04-25,New Mexico,402,422,377,0,25,2020,552,1707,0,0.1
2020-05-02,New Mexico,416,412,368,4,48,2020,552,1707,0,0.1
2020-05-09,New Mexico,441,410,364,31,77,2020,552,1707,0.1,0.2
2020-05-16,New Mexico,472,401,357,71,115,2020,552,1707,0.2,0.3
2020-05-23,New Mexico,402,405,361,0,41,2020,552,1707,0,0.1
2020-05-30,New Mexico,435,400,357,35,78,2020,552,1707,0.1,0.2
2020-06-06,New Mexico,453,397,355,56,98,2020,552,1707,0.1,0.3
2020-06-13,New Mexico,444,396,351,48,93,2020,552,1707,0.1,0.3
2020-06-20,New Mexico,417,399,355,18,62,2020,552,1707,0,0.2
2020-06-27,New Mexico,402,396,352,6,50,2020,552,1707,0,0.1
2020-07-04,New Mexico,451,394,351,57,100,2020,552,1707,0.1,0.3
2020-07-11,New Mexico,410,391,349,19,61,2020,552,1707,0,0.2
2020-07-18,New Mexico,405,391,347,14,58,2020,552,1707,0,0.2
2020-07-25,New Mexico,434,388,345,46,89,2020,552,1707,0.1,0.3
2020-08-01,New Mexico,412,385,342,27,70,2020,552,1707,0.1,0.2
2020-08-08,New Mexico,436,385,342,51,94,2020,552,1707,0.1,0.3
2020-08-15,New Mexico,397,384,342,13,55,2020,552,1707,0,0.2
2020-08-22,New Mexico,412,394,351,18,61,2020,552,1707,0,0.2
2020-08-29,New Mexico,404,393,350,11,54,2020,552,1707,0,0.2
2020-09-05,New Mexico,384,400,355,0,29,2020,552,1707,0,0.1
2020-09-12,New Mexico,392,397,354,0,38,2020,552,1707,0,0.1
2020-09-19,New Mexico,405,399,356,6,49,2020,552,1707,0,0.1
2020-09-26,New Mexico,414,400,355,14,59,2020,552,1707,0,0.2
2020-10-03,New Mexico,398,398,355,0,43,2020,552,1707,0,0.1
2020-10-10,New Mexico,407,400,356,7,51,2020,552,1707,0,0.1
2020-10-17,New Mexico,384,408,362,0,22,2020,552,1707,0,0.1
2017-01-14,New York,2115,2208,2033,0,82,2017,12100,14953,0,0
2017-01-21,New York,2049,2230,2058,0,0,2017,12100,14953,0,0
2017-01-28,New York,2165,2212,2049,0,116,2017,12100,14953,0,0.1
2017-02-04,New York,2033,2193,2037,0,0,2017,12100,14953,0,0
2017-02-11,New York,2127,2175,2017,0,110,2017,12100,14953,0,0.1
2017-02-18,New York,2041,2164,2010,0,31,2017,12100,14953,0,0
2017-02-25,New York,2075,2142,1995,0,80,2017,12100,14953,0,0
2017-03-04,New York,1972,2135,1984,0,0,2017,12100,14953,0,0
2017-03-11,New York,2031,2126,1971,0,60,2017,12100,14953,0,0
2017-03-18,New York,2012,2115,1961,0,51,2017,12100,14953,0,0
2017-03-25,New York,2046,2102,1946,0,100,2017,12100,14953,0,0.1
2017-04-01,New York,1946,2095,1945,0,1,2017,12100,14953,0,0
2017-04-08,New York,1855,2102,1949,0,0,2017,12100,14953,0,0
2017-04-15,New York,2001,2089,1934,0,67,2017,12100,14953,0,0
2017-04-22,New York,1872,2078,1920,0,0,2017,12100,14953,0,0
2017-04-29,New York,1967,2054,1901,0,66,2017,12100,14953,0,0
2017-05-06,New York,1867,2010,1863,0,4,2017,12100,14953,0,0
2017-05-13,New York,1795,1989,1841,0,0,2017,12100,14953,0,0
2017-05-20,New York,1912,1968,1819,0,93,2017,12100,14953,0,0.1
2017-05-27,New York,1834,1945,1796,0,38,2017,12100,14953,0,0
2017-06-03,New York,1780,1925,1778,0,2,2017,12100,14953,0,0
2017-06-10,New York,1872,1914,1772,0,100,2017,12100,14953,0,0.1
2017-06-17,New York,1857,1909,1765,0,92,2017,12100,14953,0,0.1
2017-06-24,New York,1837,1920,1772,0,65,2017,12100,14953,0,0
2017-07-01,New York,1811,1911,1764,0,47,2017,12100,14953,0,0
2017-07-08,New York,1798,1913,1769,0,29,2017,12100,14953,0,0
2017-07-15,New York,1762,1921,1777,0,0,2017,12100,14953,0,0
2017-07-22,New York,1783,1914,1770,0,13,2017,12100,14953,0,0
2017-07-29,New York,1736,1909,1761,0,0,2017,12100,14953,0,0
2017-08-05,New York,1780,1906,1761,0,19,2017,12100,14953,0,0
2017-08-12,New York,1693,1896,1752,0,0,2017,12100,14953,0,0
2017-08-19,New York,1764,1896,1753,0,11,2017,12100,14953,0,0
2017-08-26,New York,1785,1907,1757,0,28,2017,12100,14953,0,0
2017-09-02,New York,1816,1902,1756,0,60,2017,12100,14953,0,0
2017-09-09,New York,1815,1913,1768,0,47,2017,12100,14953,0,0
2017-09-16,New York,1791,1934,1789,0,2,2017,12100,14953,0,0
2017-09-23,New York,1832,1938,1796,0,36,2017,12100,14953,0,0
2017-09-30,New York,1789,1971,1824,0,0,2017,12100,14953,0,0
2017-10-07,New York,1829,2009,1859,0,0,2017,12100,14953,0,0
2017-10-14,New York,1824,2022,1874,0,0,2017,12100,14953,0,0
2017-10-21,New York,1821,2047,1895,0,0,2017,12100,14953,0,0
2017-10-28,New York,1857,2060,1905,0,0,2017,12100,14953,0,0
2017-11-04,New York,1823,2068,1914,0,0,2017,12100,14953,0,0
2017-11-11,New York,1910,2076,1918,0,0,2017,12100,14953,0,0
2017-11-18,New York,1940,2082,1925,0,15,2017,12100,14953,0,0
2017-11-25,New York,2014,2092,1938,0,76,2017,12100,14953,0,0
2017-12-02,New York,2019,2102,1944,0,75,2017,12100,14953,0,0
2017-12-09,New York,1967,2117,1958,0,9,2017,12100,14953,0,0
2017-12-16,New York,2038,2127,1969,0,69,2017,12100,14953,0,0
2017-12-23,New York,2181,2166,2003,15,178,2017,12100,14953,0,0.1
2017-12-30,New York,2097,2188,2028,0,69,2017,12100,14953,0,0
2018-01-06,New York,2286,2214,2050,72,236,2018,12100,14953,0,0.1
2018-01-13,New York,2452,2255,2090,197,362,2018,12100,14953,0.1,0.2
2018-01-20,New York,2238,2272,2110,0,128,2018,12100,14953,0,0.1
2018-01-27,New York,2163,2264,2096,0,67,2018,12100,14953,0,0
2018-02-03,New York,2139,2258,2088,0,51,2018,12100,14953,0,0
2018-02-10,New York,2199,2251,2082,0,117,2018,12100,14953,0,0.1
2018-02-17,New York,2127,2219,2051,0,76,2018,12100,14953,0,0
2018-02-24,New York,2124,2207,2043,0,81,2018,12100,14953,0,0
2018-03-03,New York,2084,2200,2032,0,52,2018,12100,14953,0,0
2018-03-10,New York,2014,2192,2027,0,0,2018,12100,14953,0,0
2018-03-17,New York,1949,2179,2014,0,0,2018,12100,14953,0,0
2018-03-24,New York,1997,2157,1991,0,6,2018,12100,14953,0,0
2018-03-31,New York,1962,2143,1982,0,0,2018,12100,14953,0,0
2018-04-07,New York,1953,2146,1978,0,0,2018,12100,14953,0,0
2018-04-14,New York,1967,2138,1975,0,0,2018,12100,14953,0,0
2018-04-21,New York,2001,2123,1962,0,39,2018,12100,14953,0,0
2018-04-28,New York,1891,2093,1929,0,0,2018,12100,14953,0,0
2018-05-05,New York,1901,2057,1901,0,0,2018,12100,14953,0,0
2018-05-12,New York,1790,2035,1875,0,0,2018,12100,14953,0,0
2018-05-19,New York,1682,2005,1847,0,0,2018,12100,14953,0,0
2018-05-26,New York,1813,1989,1833,0,0,2018,12100,14953,0,0
2018-06-02,New York,1747,1983,1824,0,0,2018,12100,14953,0,0
2018-06-09,New York,1837,1963,1811,0,26,2018,12100,14953,0,0
2018-06-16,New York,1824,1955,1801,0,23,2018,12100,14953,0,0
2018-06-23,New York,1859,1963,1808,0,51,2018,12100,14953,0,0
2018-06-30,New York,1791,1953,1803,0,0,2018,12100,14953,0,0
2018-07-07,New York,1870,1940,1784,0,86,2018,12100,14953,0,0
2018-07-14,New York,1839,1931,1782,0,57,2018,12100,14953,0,0
2018-07-21,New York,1813,1935,1782,0,31,2018,12100,14953,0,0
2018-07-28,New York,1820,1924,1771,0,49,2018,12100,14953,0,0
2018-08-04,New York,1759,1922,1772,0,0,2018,12100,14953,0,0
2018-08-11,New York,1757,1908,1756,0,1,2018,12100,14953,0,0
2018-08-18,New York,1820,1900,1752,0,68,2018,12100,14953,0,0
2018-08-25,New York,1816,1899,1749,0,67,2018,12100,14953,0,0
2018-09-01,New York,1754,1918,1766,0,0,2018,12100,14953,0,0
2018-09-08,New York,1698,1932,1780,0,0,2018,12100,14953,0,0
2018-09-15,New York,1747,1947,1791,0,0,2018,12100,14953,0,0
2018-09-22,New York,1769,1951,1798,0,0,2018,12100,14953,0,0
2018-09-29,New York,1843,1970,1816,0,27,2018,12100,14953,0,0
2018-10-06,New York,1857,2004,1846,0,11,2018,12100,14953,0,0
2018-10-13,New York,1886,2026,1869,0,17,2018,12100,14953,0,0
2018-10-20,New York,1967,2050,1886,0,81,2018,12100,14953,0,0
2018-10-27,New York,2006,2061,1899,0,107,2018,12100,14953,0,0.1
2018-11-03,New York,1943,2073,1910,0,33,2018,12100,14953,0,0
2018-11-10,New York,1925,2083,1917,0,8,2018,12100,14953,0,0
2018-11-17,New York,1882,2108,1938,0,0,2018,12100,14953,0,0
2018-11-24,New York,1948,2125,1949,0,0,2018,12100,14953,0,0
2018-12-01,New York,1974,2133,1962,0,12,2018,12100,14953,0,0
2018-12-08,New York,1956,2162,1991,0,0,2018,12100,14953,0,0
2018-12-15,New York,1962,2176,2009,0,0,2018,12100,14953,0,0
2018-12-22,New York,2008,2197,2025,0,0,2018,12100,14953,0,0
2018-12-29,New York,2032,2245,2071,0,0,2018,12100,14953,0,0
2019-01-05,New York,2064,2294,2115,0,0,2019,12100,14953,0,0
2019-01-12,New York,2051,2315,2135,0,0,2019,12100,14953,0,0
2019-01-19,New York,2065,2331,2157,0,0,2019,12100,14953,0,0
2019-01-26,New York,2163,2332,2160,0,3,2019,12100,14953,0,0
2019-02-02,New York,2027,2322,2150,0,0,2019,12100,14953,0,0
2019-02-09,New York,2049,2309,2141,0,0,2019,12100,14953,0,0
2019-02-16,New York,2018,2289,2117,0,0,2019,12100,14953,0,0
2019-02-23,New York,2069,2269,2101,0,0,2019,12100,14953,0,0
2019-03-02,New York,2022,2237,2072,0,0,2019,12100,14953,0,0
2019-03-09,New York,2185,2231,2067,0,118,2019,12100,14953,0,0.1
2019-03-16,New York,2028,2221,2053,0,0,2019,12100,14953,0,0
2019-03-23,New York,2023,2205,2039,0,0,2019,12100,14953,0,0
2019-03-30,New York,2013,2188,2031,0,0,2019,12100,14953,0,0
2019-04-06,New York,2009,2190,2034,0,0,2019,12100,14953,0,0
2019-04-13,New York,1952,2181,2025,0,0,2019,12100,14953,0,0
2019-04-20,New York,1926,2168,2014,0,0,2019,12100,14953,0,0
2019-04-27,New York,1852,2142,1988,0,0,2019,12100,14953,0,0
2019-05-04,New York,1957,2105,1957,0,0,2019,12100,14953,0,0
2019-05-11,New York,1814,2077,1932,0,0,2019,12100,14953,0,0
2019-05-18,New York,1884,2049,1902,0,0,2019,12100,14953,0,0
2019-05-25,New York,1938,2031,1889,0,49,2019,12100,14953,0,0
2019-06-01,New York,1738,2047,1899,0,0,2019,12100,14953,0,0
2019-06-08,New York,1791,2041,1899,0,0,2019,12100,14953,0,0
2019-06-15,New York,1865,2021,1879,0,0,2019,12100,14953,0,0
2019-06-22,New York,1791,2039,1892,0,0,2019,12100,14953,0,0
2019-06-29,New York,1906,2030,1886,0,20,2019,12100,14953,0,0
2019-07-06,New York,1866,2021,1875,0,0,2019,12100,14953,0,0
2019-07-13,New York,1756,2012,1871,0,0,2019,12100,14953,0,0
2019-07-20,New York,1893,2008,1863,0,30,2019,12100,14953,0,0
2019-07-27,New York,1757,1995,1849,0,0,2019,12100,14953,0,0
2019-08-03,New York,1824,1996,1852,0,0,2019,12100,14953,0,0
2019-08-10,New York,1893,2002,1855,0,38,2019,12100,14953,0,0
2019-08-17,New York,1837,1995,1855,0,0,2019,12100,14953,0,0
2019-08-24,New York,1718,1995,1853,0,0,2019,12100,14953,0,0
2019-08-31,New York,1785,2007,1859,0,0,2019,12100,14953,0,0
2019-09-07,New York,1845,2009,1862,0,0,2019,12100,14953,0,0
2019-09-14,New York,1743,2016,1867,0,0,2019,12100,14953,0,0
2019-09-21,New York,1783,2030,1884,0,0,2019,12100,14953,0,0
2019-09-28,New York,1877,2041,1898,0,0,2019,12100,14953,0,0
2019-10-05,New York,1872,2073,1925,0,0,2019,12100,14953,0,0
2019-10-12,New York,1901,2099,1952,0,0,2019,12100,14953,0,0
